,ISBN:,Título:,Autor(es):,Ilustrador(es):,Tradutor(es),Editora:,Data de edição:,Palavras-chave:,Idade:,Nível de Leitura:,Tema:,Formato:,Língua:,Ano PNL
116,978-989-734-142-7,E o burro sou eu?,"Pereira, Henrique.","Gonçalves, Alexandra.",----,N/R,2018/1/1,---,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
117,978-989-734-150-2,"A brincar, a brincar... vamos lá rimar","Parafita, Alexandre.","Gonçalves, Alexandra.",----,N/R,2017/1/1,---,3-5 anos,Leitura inicial,Literatura;Poesia,Livro-álbum,Português,2018
118,978-989-8857-07-1,De que cor é um beijinho?,"Bonilla, Rocio.","Bonilla, Rocio.",Brilho das Letras,N/R,2017/2/1,---,3-5 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
119,978-989-616-794-3,A Mimi e o Marciano,"Owen, Laura.","Paul, Korky.","Lucas, Elisabete.",N/R,2017/10/1,---,3-5 anos,Leitura inicial,Literatura,Livro,Português,2018
120,978-989-616-802-5,A Mimi e os Dinossauros,"Thomas, Valerie.","Paul, Korky.","Rafael, Helena.",N/R,2018/3/1,--,3-5 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
121,978-989-99622-2-4,Um mundo depois de outro,Alunos do Agrupamento de Escolas D. Filipa de Lencastre,Alunos do Agrupamento de Escolas D. Filipa de Lencastre,---,N/R,2017/5/1,---,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
122,978-989-99394-0-0,Tempo para pensar,Alunos do Colégio Pedro Arrupe,Alunos do Colégio Pedro Arrupe,----,N/R,2015/5/1,---,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
123,978-989-99394-4-8,Os humanos não inventaram tudo...,Alunos da EB1 do Bairro de São Miguel,Alunos da EB1 do Bairro de São Miguel,---,N/R,2016/5/1,---,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
124,978-989-99622-3-1,"Longe de casa, perto do mundo",Alunos do Colégio Pedro Arrupe,Alunos do Colégio Pedro Arrupe,---,N/R,2017/5/1,---,6-8 anos,Leitura inicial,Literatura;Poesia,Livro-álbum,Português,2018
125,978-989-98355-7-3,Histórias de Abril,Alunos do Colégio Campo de Flores,Alunos do Colégio Campo de Flores,---,N/R,2014/4/1,--,6-8 anos,Leitura inicial,Cultura e Sociedade;Literatura,Livro-álbum,Português,2018
126,978-989-52-1108-1,Sage,DragonChild,--,--,N/R,2017/7/1,--,9-11 anos,Leitura mediana,Literatura,Livro-álbum,Português,2018
127,978-989-644334-4,"A Estranha Ordem das Coisas: A Vida, os Sentimentos e as Culturas Humanas","Damásio, A.",n. a.,"Santos, L.",N/R,2017/11/1,Sentimento; Homeostasia; Regulação,15-18 anos;Maiores de 18 anos,Leitura autónoma,Ciências e Tecnologias;Cultura e Sociedade,Livro,Português,2018
128,978-972-0-70922-4,A Máquina do Corpo Humano,"Winston, R.","Gildersleeve, O.","Ludovico, S",N/R,2018/2/1,ADN; Cromossoma; Ecografia,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura autónoma,Ciências e Tecnologias,Livro,Português,2018
129,978-989-641-773-4,Drácula,"Stoker, Bram","César, Carlos Vasconcelos","Bastos, Ana Falcão; Brito, Cláudio",N/R,2017/10/1,Vampiro; Terror;,15-18 anos,Leitura autónoma,Literatura,Livro,Português,2018
130,978-989-722-400-3,O céu que nos protege,"Bowles, Paul","Rodrigues, Rui, capa","Baptista, José Agostinho",N/R,2017/7/2,viagem; Amor; Traição,Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
131,9789720706096,Perguntas e Respostas sobre Ciência,"Daynes, K.","Tremblay, M.","Tibério, L.",N/R,2017/6/1,n.a.,6-8 anos,Leitura mediana,Ciências e Tecnologias,Livro-álbum,Português,2018
132,9789720706133,Perguntas e Respostas sobre a Natureza,"Daynes, K.","Tremblay, M.","Tibério, L.",N/R,2018/3/1,n.a.,6-8 anos,Leitura mediana,Ciências e Tecnologias,Livro-álbum,Português,2018
133,9789720703606,Perguntas e Respostas sobre a Alimentação,"Daynes, K.","Tremblay, M.","Tibério, L.",N/R,2017/3/1,n.a.,6-8 anos,Leitura mediana,Ciências e Tecnologias,Livro-álbum,Português,2018
134,978-972-37-1941-3,O conquistador,"Faria, Almeida","Botas, Mário, capa",Obra escrita em português,N/R,2017/2/1,"Aventura; ironia, mito",Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
135,978-972-37-1961-1,Novelas policiárias: uma antologia,"Pessoa, Fernando",Sem ilustrador,Sem tradutor,N/R,2017/3/1,Policial; mistério; decifrador,15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
136,978-989-641-779-6,Jack e Alice e Amor e amizade,"Austen, Jane","César, Carlos Vasconcelos",Pedreira Frederica; Dias Inês,N/R,2017/9/1,Aventuras amorosas; relações sociais; paixões,15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
137,9789720706102,Perguntas e Respostas sobre o tempo,"Daynes, K.","Tremblay, M.","Tibério, L.",N/R,2017/9/1,n.a.,6-8 anos,Leitura mediana,Ciências e Tecnologias,Livro-álbum,Português,2018
138,9789720703408,Perguntas e Respostas sobre o Espaço,"Daynes, K.","Donnelly, P","Marques da Silva, M",N/R,2016/10/3,n.a.,6-8 anos,Leitura mediana,Ciências e Tecnologias,Livro-álbum,Português,2018
139,9789720048945,Uma esperança mais forte do que o mar,"Fleming, M.",Isa Lange,"Chaves, A. M.",N/R,2018/4/1,migração; xenofobia; democracia.,15-18 anos,Leitura autónoma,Cultura e Sociedade;Literatura,Livro,Português,2018
140,978-972-37-1976-5,A porta e outras ficções,"Pessoa, Fernando",Sem ilustrador,"Freitas, Ana Maria, trdução e edição",N/R,2017/9/1,Confronto ideológico; inquietude; esoterismo,15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
141,9789723830088,Contos e outros escritos,"Frank, A.",n/il.,n/ident.,N/R,2017/6/1,Anne Frank; nazismo.,9-11 anos,Leitura autónoma,Literatura,Livro,Português,2018
142,9789896417284,O vento nos salgueiros,"Grahame, K.","Grahame, K.","Cardoso, M. E.",N/R,2017/5/1,ecologia; amizade; aventura,9-11 anos,Leitura autónoma,Literatura,Livro,Português,2018
143,9789722359504,O tigre e o acrobata,"Tamaro, S.",s/ il.,"Peixoto, M. M.",N/R,2017/1/1,amor; solidão; natureza.,12-14 anos,Leitura autónoma,Literatura,Livro,Português,2018
144,9789722360715,Mitologia nórdica,"Gaiman, N.",s/ il.,"Almeida, M.",N/R,2017/8/1,mitologia; guerra; poder,12-14 anos,Leitura autónoma,Literatura,Livro,Português,2018
145,9789722359665,O pássaro da noite - O mistério de Sidwell,"Hoffman, A.",S/ il.,"Madureira, M.",N/R,2017/2/1,feitiçaria; amizade; tolerância.,9-11 anos,Leitura autónoma,Literatura,Livro,Português,2018
146,972-708-574-1,Perto do coração selvagem,"Lispector, Clarice","Mateus, Fernando, capa",Sem tradutor,N/R,2000/4/1,Solidão; triângulo amoroso; procura da verdade,Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
147,9789722360043,Quando a amizade me seguiu até casa,"Griffin, P.",s/ il.,"Babo, C.",N/R,2017/7/1,amizade; livros; família,9-11 anos,Leitura autónoma,Literatura,Livro,Português,2018
148,9789722360999,O fabricante de bonecas de Cracóvia,"Romero, R.M.",s/il.,"Andrade, Fátima",N/R,2017/10/1,nazismo; amizade; crianças.,12-14 anos,Leitura autónoma,Literatura,Livro,Português,2018
149,9789725305928,O Grande Livro dos Insetos,"Zommer, Y.","Zommer, Y.","Alvarez, C.",N/R,2017/10/1,n.a.,6-8 anos,Leitura inicial,Ciências e Tecnologias,Livro,Português,2018
150,9789725306031,O Grande Livro dos Oceanos,"Zommer, Y.","Zommer, Y.","Alvarez, C.",N/R,2018/5/1,n.a.,6-8 anos,Leitura inicial,Ciências e Tecnologias,Livro,Português,2018
151,9789725305966,O Grande Livro dos Animais,"Zommer, Y.","Zommer, Y.","Alvarez, C.",N/R,2018/2/1,n.a.,6-8 anos,Leitura inicial,Ciências e Tecnologias,Livro,Português,2018
152,978-972-23-6050-0,A História do Mundo para pessoas com pressa,"Marriott, Emma",não se aplica,"Cardoso, Ana, e Cardoso, João",N/R,2018/6/1,cronologia; história; guia,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura autónoma,Cultura e Sociedade,Livro,Português,2018
153,978-989-641-813-7,Uma princesinha,"Burnett, Frances Hodson","Birch, Reginald","Guerra, Rita Carvalho e",N/R,2018/1/1,"adversidade; resistência, coragem",9-11 anos,Leitura autónoma,Literatura,Livro,Português,2018
154,978-972-25-3352-2,Sensibilidade e bom senso,"Austen, Jane","Monteiro, Ana, capa","Correia, Mário Dias",N/R,2017/3/1,Romantismo; racionalidade; preconceito social.,15-18 anos,Leitura autónoma,Literatura,Livro,Português,2018
155,972-708-653-5,A hora da estrela,"Lispector, Clarice","Mateus, Fernando, capa",Língua portugusa,N/R,2002/1/1,Confronto interior/cidade; inocência; sonho,Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
156,978-989-641-744-4,A volta ao mundo em oitenta dias,"Verne, Jules","Neuville, Alphonse Marie de; Benett, Léon","Ventura, Pedro",N/R,2017/10/1,Aventura; astúcia; curiosidade,12-14 anos,Leitura autónoma,Literatura,Livro,Português,2018
157,978-989-641-342-2,Laços de família,"Lispector, Clarice","César, Carlos Vasconcelos, capa",Sem tradutor,N/R,2013/1/1,Família; tensões ; sentimentos,Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
158,9789897074158,Coisas de Ir à Mesa,"Letria, J.","Albuquerque, T.",n.a.,N/R,2017/5/1,n.a.,6-8 anos,Leitura inicial,Ciências e Tecnologias;Poesia,Livro,Português,2018
159,9789898696410,Mia,"Fortunato, F.",n.d.,n.a.,N/R,2016/12/1,n.a.,6-8 anos,Leitura mediana,Ciências e Tecnologias;Vida Prática,Livro,Português,2018
160,978-972-0-04944-5,O  fim da história,"Sepúlveda, Luis","Gozblau, Alex, capa","Pitta, Helena",N/R,2017/5/1,Thriller; Crimes contra a humanidade; ditadura,15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
161,978-972-70-563-7,A paixão degundo G. H.,"Lispector, Clarice","César, Carlos Vasconcelos, capa",Sem tradutor,N/R,2013/3/1,Aventura existencial; inquietação; tensão,Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
162,978-989-722-313-6,O livro de Emma Reyes: memória por correspondência,"Reyes, Emma","Rodrigues, Rui, capa","Acosta, Margarida Amado",N/R,2017-10-02 00:00:00,Infortúnio; coragem; emoção,15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
163,978-989-756-095-8,Ciência do dia a dia,"Banqueri, E., Barres, J., Barres, L., Coronado, O.","Zanni, R.","Guerreiro, I",N/R,2016/4/1,Ciência; Experiências; Cientista,9-11 anos;12-14 anos,Leitura mediana;Leitura autónoma,Ciências e Tecnologias,Livro,Português,2018
164,9789725305959,Porque é que os peixes não se afogam?,"Claybourne, A.","Goble, C.","Alvarez, C.",N/R,2018/1/1,n.a.,6-8 anos,Leitura mediana,Ciências e Tecnologias,Livro,Português,2018
165,978-972-2-6046-3,A minha prima Rachel,"Maurier, Daphne","Espinhal, Vera, capa","Madureira, Manuela",N/R,2017/10/2,enigmático; mistério; amor,15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
166,978-989-616-778-3,Corpos - Toda a História Sangrenta,"Murphy, G.,","Philips, M.","Cruz, M.",N/R,2017/7/1,Sangue; Respiração; Pulmões,9-11 anos;12-14 anos,Leitura mediana;Leitura autónoma,Ciências e Tecnologias,Livro,Português,2018
167,978-972-38-3029-3,Histórias do Bom Deus,"Rilke, Rainer Maria",Sem ilustrador,Não refere,N/R,2017/10/2,"Espiritualidade, viagem, parábolas",15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
168,978-972-38-3042-2,O velho que lia romances de amor,"Sepúlveda, Luis",Sem Ilustrador,"Tamen, Pedro",N/R,2018/5/1,Viagem; ; Amazónia; Leitura,15-18 anos,Leitura autónoma,Literatura,Livro,Outra,2018
169,978-989-702-342-9,O Vermelho e o Negro,Stendhal,"Vasco, Ilídio J. B., capa","Brito, Rui Santana e Guégués, Helder",N/R,2008/1/1,Paixão; preconceitos sociais; tragédia,15-18 anos;Maiores de 18 anos,Leitura autónoma,Literatura,Livro,Português,2018
170,9789892337203,Túnicas Azuis 13 - O Ouvido de Lincoln,"Cauvin, Raoul","Lambil, Willy","Moreira, Sara",N/R,2017/2/1,não se aplica,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura autónoma,Banda Desenhada,Livro,Português,2018
171,978-989-8857-02-6,Guia de Introdução à Tabela Periódica,"Arbuthnott, G.","Mones, M.","Ferreira, I.",N/R,2017/6/1,Elemento; Átomo; Eletrão,9-11 anos;12-14 anos,Leitura mediana;Leitura autónoma,Ciências e Tecnologias,Livro,Português,2018
172,9789897748394,O meu amigo Spirit,"Mytsak, Kvitoslava.",---,----,N/R,2017/6/1,---,9-11 anos;12-14 anos,Leitura mediana,Literatura,Livro,Português,2018
173,9789897740657,Joaninha e o Gato Jeremias,"Lobo, Fernanda.","Sottomayor, Maria.",----,N/R,2017/3/1,---,3-5 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
174,978-989-774-529-4,Emigração. Que palavra esquisita!,"Pinto, Marta.","Lourosa, Natacha.",----,N/R,2017/2/1,---,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
175,978-989-51-9683-8,A quinta falante,"Martins, Raquel.","Caseiro, Luís.",-----,N/R,2017/2/1,---,3-5 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
176,978-989-774-231-6,Viagens pelas areias da praia,"Cunha, Carolina.","Vasconcelos, Érica Filipa Rodrigues.",---,N/R,2016/3/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
177,978-989-51-9844-3,Histórias da Selva,"Meireles, Andreia.","Ambrósio, Sofia.",----,N/R,2017/12/1,---,3-5 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
178,978-989-774-457-0,A borboleta teimosa,"Grossi, José Carlos.","Grossi, José Carlos.",---,N/R,2017/4/1,---,3-5 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
179,978-989-52-1169-2,A fábrica da Senhora Dona Cuca,"Abrunhosa, Sofia.","Correia, Mariana.",---,N/R,2017/11/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
180,978-989-52-1422-8,As aventuras do Kite - O papagaio mágico,"Furtado, Sofia.","Martins, Marco.",----,N/R,2017/11/1,---,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
181,978-989-52-1270-5,Clareira dos afetos,"Simões, Vânia.",---,---,N/R,2017/9/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro,Português,2018
182,978-989-774-875-2,Os chineses saltitões,"Roussel, André Pedro.",---,---,N/R,2017/9/1,---,9-11 anos;12-14 anos,Leitura mediana;Leitura autónoma,Literatura,Livro,Português,2018
183,978-989-51-9501-5,O João e a Andorinha Sábia,"Gonçalves, Ilda.","Pisco, Pedro.",----,N/R,2016/12/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
184,978-989-51-1782-6,Mia e os seus cinco filhotes,"Barbosa, Manuela.","Mourão, Susana.",---,N/R,2014/12/1,--,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
185,978-989-52-0012-2,As histórias de Chicó,"Bastos, Maria D'.","Proença, José Adelino; Oliveira, José Luís; Bastos, Maria D'; Roque, Patrocínia.",---,N/R,2017/9/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
186,978-989-52-0912-5,As lagartixas da minha avó,"Lobato, Nazaré.","Cintra, Zeka.",---,N/R,2017/7/1,---,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
187,978-989-51-2510-4,"Per-lim-pim-pim, o menino das nuvens","Carmona, Raquel.","Gonçalves, Vera Faria.",---,N/R,2014/12/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
188,978-989-774-707-6,Gi na quinta mágica,"Martins, Joaquim.","Martins, Joaquim.",---,N/R,2017/2/1,---,6-8 anos,Leitura inicial,Literatura,Livro,Português,2018
189,978-989-51-7108-8,A menina dos olhos grandes que não consegue estar calada ou parar quieta,"Guardiano, Micaela.","Guardiano, Francisca.",---,N/R,2016/12/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
190,978-989-51-9961-7,Sons de luz,"Ferreira, Cristina.","Ferreira, Cristina.",---,N/R,2016/12/1,--,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
191,978-989-51-7716-5,O cavaleiro de Elvas,"Bandeira, Mila; Moura, Lídia.","Moura, Lídia.",---,N/R,2017/4/1,--,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Cultura e Sociedade;Literatura,Livro,Português,2018
192,978-989-51-9832-0,Estórias do meu mundo,"Ferreira, Leonor",---,--,N/R,2017/1/1,--,9-11 anos,Leitura mediana,Literatura,Livro,Português,2018
193,978-989-52-0791-6,AfectuosaMente,"Cunha, Armando.","Vieira, Liv; Sil, Maria.",--,N/R,2017/8/1,--,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
194,978-989-51-9403-2,Os contos da Vovó Mirita,"Silva, Mirita Conde e.",--,----,N/R,2016/12/1,--,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
195,978-989-51-9655-5,Para sempre,"José, Sandra.","Ferraz, Hugo Merino.",--,N/R,2016/12/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
196,978-989-52-1020-6,Ginja — Um gato lisboeta / Lisbon's Cat,"Ricardo, Cláudia.","Ricardo, Cláudia.","Pimentel, David; Williams, Arren.",N/R,2017/9/1,---,6-8 anos;9-11 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
197,978-989-52-1207-1,À conversa com uma tartaruga-verde,"Pardal, José.","Tex, Marta.",---,N/R,2017/12/1,--,6-8 anos;9-11 anos;12-14 anos,Leitura mediana,Ciências e Tecnologias;Literatura,Livro,Português,2018
198,978-989-52-1351-1,A ilha misteriosa da imaginação,"Nunes, Raquel; Garcia, Pedro.","Nunes, Raquel; Garcia, Pedro.",---,N/R,2017/11/1,--,6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
199,978-989-774-930-8,A floresta mágica,"Dutra, Natércia.","Dolgova, Ekaterina.",----,N/R,2017/6/1,--,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
200,978-989-774-545-4,Carolina tem medo,"Ramos, Sylvia.","Jeremias, Ana.",---,N/R,2017/5/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
201,978-989-774-407-5,"Mamã, conta-me uma história","Costa, Rosa.","Alícia, Iva.",--,N/R,2017/4/1,---,6-8 anos,Leitura inicial,Literatura,Livro,Português,2018
202,978-989-52-0738-1,Bubu e os bichos,"Muacho, Ana Paula.",---,--,N/R,2017/9/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura;Poesia,Livro-álbum,Português,2018
203,978-989-774-447-1,O príncipe da liberdade,"Correia, Jacinta.","Pinto, Zita.",--,N/R,2017/4/1,--,6-8 anos,Leitura inicial,Literatura,Livro,Português,2018
204,978-989-774-495-2,Em bicos de pés,"Pinheiro, Alexandra.","Marques, Jessica.",--,N/R,2017/5/1,--,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura autónoma,Literatura,Livro,Português,2018
205,978-989-52-0046-7,O espelho mágico,"Costa, Natália.","Faria, Rémy.",--,N/R,2017/6/1,--,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
206,978-989-51-9032-4,Barrigas de amor,"Gonçalves, Milene.","Poderosa, Elsa.",---,N/R,2017/4/1,--,3-5 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2018
207,978-989-774-209-5,Humberto sem H,"Morgado, Joana.","Brito, Teresa.",---,N/R,2017/3/1,--,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro,Português,2018
208,978-989-99552-8-8,"Cascais, capital do surf português. A culpa é dos banhos de mar do Reu D. Luís!","Leandro, Filipa.","Oliveira, Sofia.",---,N/R,2017/4/1,--,6-8 anos;9-11 anos,Leitura inicial,Cultura e Sociedade;Literatura,Livro-álbum,Português,2018
209,978-989-99552-9-5,"Cascais, capital of portuguese surfing and it's all down to king D. Luís and his love of swimming in the sea!","Leandro, Filipa.","Oliveira, Sofia.","Rowley, Emma.",N/R,2017/4/1,--,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Cultura e Sociedade;Literatura,Livro-álbum,Inglês,2018
210,978-989-673-613-2,Pai-nosso que estais nos Céus,"Marchon, Benoit.","Prigent, Andrée.",Mosteiro do Carmelo do Porto,N/R,2017/11/1,--,3-5 anos;6-8 anos,Leitura inicial,Cultura e Sociedade;Literatura,Livro-álbum,Português,2018
211,978-989-673-614-9,Ave-Maria cheia de graça,"Lasa, Catherine de.","Prigent, Andrée.",Mosteiro do Carmelo do Porto,N/R,2017/11/1,---,3-5 anos;6-8 anos,Leitura inicial,Cultura e Sociedade;Literatura,Livro-álbum,Português,2018
212,978-989-673-615-6,"Credo, a fé dos cristãos","Debruynne, Jean.","Novi, Nathalie.",Mosteiro do Carmelo do Porto,N/R,2017/11/1,--,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Cultura e Sociedade;Literatura,Livro-álbum,Português,2018
213,978-989-673-596-8,A minha Bíblia — A grande História em livro pequeno,--,"Pastor, Jesús López.","Rocha, António Maia da.",N/R,2017/10/1,---,3-5 anos;6-8 anos,Leitura inicial,Cultura e Sociedade;Literatura,Livro-álbum,Português,2018
214,978-989-673-603-3,Um dia em Fátima,"Gonzalez, Maria Teresa Maia.","Pina, Raquel Duarte.",--,N/R,2017/9/1,--,6-8 anos,Leitura inicial,Cultura e Sociedade;Literatura,Livro,Português,2018
215,978-989-8784-56-8,Clara e o segredo do grande lago,"Gonçalves, Ana Teresa",---,---,N/R,2017/10/1,---,6-8 anos;9-11 anos,Leitura mediana,Literatura,Livro,Português,2018
216,978-989-99923-2-0,Aventuras com sabor a amoras,"Castro, Salomé.","Fonseca, Lia.",---,N/R,2017/9/1,---,3-5 anos;6-8 anos,Leitura inicial,Literatura,Livro-álbum,Português,2018
217,978-972-36-1551-7,O meu amigo dentista,"Silva, Rui.","Duque, Rita.",---,N/R,2017/1/1,---,6-8 anos,Leitura inicial,Ciências e Tecnologias;Literatura;Vida Prática,Livro-álbum,Português,2018
