,ISBN,Título,Autor,Ilustrador,Tradutor,Data de edição,Editora,Idade02,Idade02.1,Nível de leitura01,Nível de leitura02,Temas01,Temas02,Temas03,Formato01,Formato02,Línguas01,Línguas02
125,972-43-0917-7,"Papá, o que é isto?","Loupy, Chistophe","Tharlet, Eve","Ramalhete, Inês",2005,Ambar,6-8 anos,,Leitura inicial,Leitura fluente,,,,Livro álbum,,Português,
126,972-43-0937-1,"Feliz Natal, Penélope!","Gutman, Anne ","Hallensleben, Georg",,2005,Ambar,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Literatura,,,Outro,,Português,
127,972-43-1004-3,Mestre Da Vinci,"Letria, José Jorge ","Pirson, Sarah",,2006,Ambar,9-11 anos,,Leitura mediana,,Artes,Biografia,,,,Português,
128,972-43-1008-6,"O velho, o rapaz e o burro","Silva, Maria Teresa dos Santos, reconto","Ribeiro, José Miguel",,2006,Ambar,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
129,972-43-1009-4,"Nancy, a pequena gansa","Tharlet, Evelyne","Tharlet, Evelyne","Testolina, Selena da Cruz",2006,Ambar,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
130,972-43-1016-7,O grande pintor : Baseado na vida de Júlio Resende,"Gomes, Conceição de Sousa",Chico,,2006,Ambar,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
131,972-43-1029-9,Os filhos dos massais,"Salinas, Javier",,"Machado, Margarida",2006,Ambar,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
132,972-43-1108-2,Um segredo aos pés da estátua,"Marques, Raul Malaquias","Moreira, Ricardo",,2006,Ambar,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
133,972-44-1121-4,A academia do Dr. Dyer,"Stannard, Russell","Clark, Linda","Ribeiro, Sofia",2002,Edições 70,6-8 anos,,Leitura inicial,,Ciências e Tecnologia,,,,,Português,
134,972-45-0283-X,O enigma da Atlântida,"Jacobs, Edgar Pierre",,,1993,Meribérica-Liber,9-11 anos,,Leitura fluente,,Banda Desenhada,,,Banda Desenhada,,Português,
135,972-47-1534-5,Desenhos mágicos : cores mágicas,"Black, Harley","Regan, Dana",,2006,Texto,3-5 anos,,Pré-leitura,,Literatura,,,Livro jogo,,Português,
136,972-53-0317-2,Ciência a brincar. Vol. 5 : descobre a matemática!,"Simões, Carlota",,,2006,Bizâncio,6-8 anos,,Leitura inicial,,Ciências e Tecnologia,,,,,Português,
137,972-556-333-6,A longa história do poder,"Magalhães, Ana Maria ; Alçada, Isabel, pseud.","Cavalheiro, Sofia",,2006,Assembleia da República,12-14 anos,,Leitura fluente,,Cultura e Sociedade,,,,,Português,
138,972-556-345-X,25 de Abril,"Magalhães, Ana Maria ; Alçada, Isabel, pseud.","Cavalheiro, Sofia",,2004,Assembleia da República,9-11 anos,,Leitura mediana,,Cultura e Sociedade,Literatura,,,,Português,
139,972-562-219-7,"A Odisseia de Homero : aventura de Ulisses, herói e navegador da Grécia antiga","Homero : Barros, João de, adapt.",Barat.,,,Sá da Costa Editora / Centro Prof. Albuquerque e Castro-Edições Braille,12-14 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
140,972-564-492-1,História de um pintor ambicioso…,"Pinharanda, João Lima",,,2001,Quetzal Editores,9-11 anos,,Leitura mediana,,Artes,Biografia,,,,Português,
141,972-568-105-3,Memórias de Adriano,"Yourcenar, Marguerite",,"Lamas, Maria",,Ulisseia ; Santaº Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Ed. Braille,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
142,972-570-029-5,Observando...o corpo humano com Suzuki,"Suzuki, David ; Hehner, Barbara","Lou, Nancy","Colaço, Maria Ivete",1989,Replicação,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,,,,,Português,
143,972-570-047-3,O rouxinol,"Andersen, Hans Christian","Crozat, François","Campos, Leonor Aires de",1990,Replicação,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
144,972-570-145-3,O raposo e a cegonha,"Hamilton, Judy","Duff, Lyndsay","Colaço, Ivette",1994,Replicação,3-5 anos,,Pré-leitura,,Literatura,,,,,Português,
145,972-575-106-X,Cartas a um jovem poeta,"Rilke, Rainer Maria von ; Botelho, Fernanda, introd.",,"Botelho, Fernanda",2004,Contexto,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
146,972-576-224-X,O corpo humano,"Graham, Nick","Cox, John","Boléo, Maria do Rosário Paiva",2002,Dinalivro,9-11 anos,,Leitura mediana,,Ciências e Tecnologia,,,Livro jogo,,Português,
147,972-576-225-8,O tempo dos dinossauros,"Charman, Andrew","Pavlic, Dusan","Trindade, Jorge Martins",2002,Dinalivro,9-11 anos,,Leitura mediana,,Cultura e Sociedade,,,,,Português,
148,972-576-240-1,Guia familiar para os monstros lá de casa I,"Marijanovic, Stanislav",,"Marques, Nuno",2002,Dinalivro,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
149,972-576-241-X,Guia familiar para os monstros lá de casa II,"Marijanovic, Stanislav",,"Marques, Nuno",2002,Dinalivro,6-8 anos,,Leitura inicial,Leitura fluente,,,,Livro álbum,,Português,
150,972-576-363-7,Escola das trevas,"Fletcher, Corina","Roberts, David",,2005,Dinalivro,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
151,972-608-034-7,O papalagui : discursos,"Tuiavii ; Scheurmann, Erich, compil.","Swarte, Joost","Jorge, Luisa Neto",1993,Antígona,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
152,972-610-220-0,Abecedário a rimar,"Marreiros, Glória Maria","Marum, Cecília Marreiros",,1999,Campo das Letras,6-8 anos,,Leitura inicial,Leitura fluente,Poesia,Literatura,,Livro álbum,,Português,
153,972-610-433-5,Gira Gira vai à escola,"Castrim, Mário, pseud","Navarro, Elsa",,2001,Campo das Letras,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
154,972-610-433-5,Gira Gira vai à escola,"Castrim, Mário, pseud.","Navarro, Elsa",,,Campo das Letras ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Ed. Braille,6-8 anos,,Leitura inicial,,Literatura,,,Livro em Braille,,Português,
155,972-611-597-3,O retrato de Dorian Gray,"Wilde, Oscar ; Pinto, Cecília, transc. Braille ; Moreira, Aureliano, rev.",,"Ruivo, Maria de Lourdes",2000,Abril Controljornal ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Ed. Braille,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
156,972-616-045-7 ,"Einstein... Albert Einstein : homem, cidadão, cientista","Deus, Jorge Dias de ; Peña, Teresa",,,2005,Gradiva,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,Biografia,,,,Português,
157,972-617-132-6,Nome de guerra,"Negreiros, José de Almada ; Mota, Laurinda, transc. Braille ; Santos, António, rev.",,,,Ática ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Edições Braille,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
158,972-617-187-3,Nos mares do fim do mundo,"Santareno, Bernardo",,,2006,Nova Ática,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
159,972-639-000-1,O principezinho,"Saint-Exupéry, Antoine de ; Rothes, Amanda. transc. Braille ; Macieira, António, rev.","Saint-Exupéry, Antoine de","Varela, Joana Morais",1987,Caravela ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Edições Braille,9-11 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
160,972-649-289-0,Simão e a noite de Natal,"Tharlet, Eve",,"Vieira, Luís Miguel",1992,Desabrochar,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
161,972-650-616-6,Atlas básico de fósseis e minerais,"Cachão, Mário, adapt.",,"Cachão, Mário",2004,Didáctica,6-8 anos,,Leitura inicial,,Ciências e Tecnologia,,,,,Português,
162,972-661-197-0,A menina do mar,"Andresen, Sophia de Mello Breyner ; Mota, Laurinda, transc. Braille ; Santos, António, rev.)",,,2004,Figueirinhas ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro - Edições Braille,9-11 anos,,Leitura mediana,,Literatura,,,Livro em Braille,,Português,
163,972-665-047-X,A cidade do sol,"Campanella, Tomás",,"Ribeiro, Álvaro",1996,Guimarães Editores,15-18 anos,,Leitura fluente,,Cultura e Sociedade,Ensaio,,,,Português,
164,972-665-462-9,Contos fantásticos,"Pöe, Edgar Allan",,"Costa, João",2002,Guimarães Editores,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
165,972-665-500-5,Contos de mistério,"Doyle, Arthur Conan",,"Costa, João",2005,Guimarães Editores,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
166,972-699-445-4,O principezinho : com aguarelas do autor,"Saint-Exupéry, Antoine de (Aguarelas do autor) (Trad. Alice Gomes)",,,1994,Vega,9-11 anos,,Leitura fluente,,Literatura,,,,,Português,
167,972-699-499-3,O príncipe e o pobre,"Twain, Mark, pseud.",,"Pedro, António ; Marinho, José",1996,Vega,9-11 anos,12-14 anos,Leitura fluente,,Literatura,,,,,Português,
168,972-699-596-5,O romance das ilhas encantadas,"Cortesão, Jaime ; Mesquita, Teresa, transc. Braille; Santos, António, rev.","Borges, Victor",,1998,Vega ; Santa Casa da Misericórdia - Porto. Centro Prof. Albuquerque e Castro - Edições Braille,9-11 anos,,Leitura mediana,,Literatura,,,Livro em Braille,,Português,
169,972-706-237-7,O romance de Amadis,"Vieira, Afonso Lopes",,,2002,Ulmeiro Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
170,972-708-102-9,Contos de Andersen,"Andersen, Hans Christian ; Rothes, Amanda, transcr. Braille ; Macieira, António",,"Nascimento, João Cabral do",2005,Relógio D'Água ; Santa Casa da Misericórdia - Porto. Centro Prof. Albuquerque e Castro - Edições Braille,9-11 anos,,Leitura mediana,,Literatura,,,Livro em Braille,,Português,
171,972-708-208-4,Peter Pan,"Barrie, James Matthew","Corais, Carlos","Faria, Ana Luísa",1993,Relógio D'Água,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
172,972-708-292-0,Serão inquieto,"Patrício, António ; Sá, Fátima, transc. Braille ; Santos, António, rev.",,,,Relógio D'Água ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Edições Braille,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
173,972-708-792-2,Mau tempo no canal,"Nemésio, Vitorino",,,2004,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
174,972-708-923-2,Anna Karenina,"Tolstói, Liev ; Nabokov, Vladirmir, posf.",,"Pescada, António",2006,Relógio D'Água,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
175,972-709-070-2,50 coisas simples que você pode fazer para salvar a Terra,,,"Gomes, Sofia",1991,Difusão Cultural,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,,,,,Português,
176,972-711-079-7,O alquimista,"Coelho, Paulo ; Mota, Laurinda Mota ; Santos, António, rev.",,,,Pergaminho ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Edições Braille,maiores de 18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
177,972-730-042-1,Animais nossos amigos,,,"Soeiro, Cristina",1993,Marus,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,,,,,Português,
178,972-730-051-0,O mundo em que vivemos,,,"Soeiro, Cristina",1994,Marus,9-11 anos,,Leitura mediana,,Cultura e Sociedade,Ciências & Tecnologia,,,,Português,
179,972-730-205-X,"Grande enciclopédia das ciências, tecnologia e natureza Vol. 1 - O espaço e os planetas","Daniels, Patricia, dir. ; Kinney, Karin, dir.",,"Soerio, Cristina",2001-,Marus,6-8 anos,,Leitura inicial,,Ciências e Tecnologia,,,,,Português,
180,972-730-258-0,"O corpo humano : conhecer o corpo, como se fazem os bébés, estar de boa saúde","Borensztein, Pascale ; Soeiro, Cristina, adapt.",,"Soeiro, Cristina",2002,Marus,9-11 anos,,Leitura mediana,,Ciências e Tecnologia,,,,,Português,
181,972-747-108-6,O monte dos vendavais,"Brontë, Emily ; Mota, Laurinda, transc. Braille ; Santos, António, rev.",,,,Dom Quixote ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Ed. Braille,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
182,972-747-112-9,Aventuras de Tom Sawyer,"Twain, Mark, pseud. ; Mesquita, Teresa, transc. Braille ; Moreira, Aureliano, rev.",,"Derouet, Luísa",,Vega ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Edições Braille,12-14 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
183,972-756-852-1,Contos de Andersen Grimm e Perrault : contos maravilhosos para antes de dormir,"Andersen, Hans Christian, ant. bib. ; Grimm, W., ant. bib ; Grimm, J., ant. bib.","Trujilo, Eduardo ; Grez Marcela","Cordeiro, Maria Manuela",2005,Girassol,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,,,Português,
184,972-759-548-0,Uma corrida de vassouras,"Alvim, Nicha","Matoso, Madalena",,2002,Temas e Debates,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
185,972-759-569-3,Morreste-me,"Peixoto, José Luís ; Mota, Laurinda, transc. Braille ; Andrade, Paulo, rev.",,,,Temas e Debates ; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Edições Braille,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
186,972-766-859-3,A cidadania,"Soares, Matilde Martins ","Afonso, Ana",,2005,EuroImpala,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Cultura e Sociedade,,,,,Português,
187,972-766-965-4,O Universo,"Nicolson, Iain",,"Luís, Maria",2005,Impala,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,,,,,Português,
188,972-780-118-8,Jogos de todo o mundo : mais de 100 jogos individuais e de grupo,"Ripoll, Oriol","Curto, Rosa Maria","Telo, Ana Mafalda",2004,Âncora Editora,6-8 anos,,Leitura inicial,,Cultura e Sociedade,,,,,Português,
189,972-780-137-4,Aristides de Sousa Mendes : herói do holocausto,"Ruy, José",,,2007,Âncora Editora,15-18 anos,,Leitura fluente,,Cultura e Sociedade,Biografia,,Banda Desenhada,,Português,
190,972-782-039-5,Contos fantásticos de Natal : antologia,"Rolim, Loy, ed. lit.",,"Bigotte, Magda ; Teixeira, J.",2001,Colares Editora,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
191,972-793-016-6,Vamos dormir,"Johnson, Jane","Hansen, Gaby","Campos, Benedita",2002,Minutos de Leitura,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
192,972-793-025-5,"Nhac, nhac, nhac, que rico petisco!","Lloyd, Sam","Tickle, Jack","Azevedo, Beatriz",2003,Minutos de Leitura,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
193,972-793-027-1,Onde está o urso Tico?,"Freedman, Claire","Massey, Jane","Azevedo, Beatriz",2003,Minutos de Leitura,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
194,972-793-052-2,Ploo e as Bocobiclas,"Inkpen, Mick","Inkpen, Mick","Semedo, Mónica",2005,Minutos de Leitura,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
195,972-799-041-X,Estevas,"Gama, Sebastião da",,,2004,Arrábida,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
196,972-8146-76-0,A prenda de Natal do Henrique Semprespera,"Burningham, John ",,"Saldanha, Ana",1996,Campo das Letras,9-11 anos,,Leitura mediana,,,Literatura,,,,Português,
197,972-8305-07-9,Luuanda : estórias,"Vieira, José Luandino ; Rothes, Amanda ; Moreira, Aureliano, rev.",,,,Contemporânea,15-18 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
198,972-8333-09-9,Lua do mar,"Lopes, Nuno Garcia","Milhões, Mafalda",,2004,O Contador de Histórias,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
199,972-8423-44-6,Gatos e mais gatos,"Lessing, Doris",,"Barreno, Maria Isabel",1995,Cotovia,12-14 anos,,Leitura fluente,,Literatura,,,,,Português,
200,972-8423-59-4,Poemas e cartas Antologia para um recital Bilingue,"Dickinson, Emily ; Almeida, Nuno V., org.",,"Júdice, Nuno",2000,Cotovia,15-18 anos,maiores de 18 anos,Leitura fluente,,Poesia,,,,,Inglês,Português
201,972-8490-90-9,Aventura do cavaleiro da linda figura,"Gil, Renata","Mendes, José Manuel Domingos Alves",,2006,Roma Editora,6-8 anos,,Leitura inicial,,Literatura,,,,,Português,
202,972-8585-05-5,A energia nuclear : mitos e realidades,"Oliveira, Jaime ; Martinho, Eduardo ; Baptista, A. M., pref.",,,2000,O Mirante,12-14 anos,,Leitura fluente,,Ciências e Tecnologia,,,,,Português,
203,972-8629-64-8,Aves,"Davies, Nicola",,,20--?,Sistema J,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Ciências e Tecnologia,,,,,Português,
204,972-8632-72-X,Lições de trevas,"Guimarães, Fernando",,,2002,Quasi,15-18 anos,,Leitura fluente,,Poesia,,,,,Português,
205,972-8637-58-6,Especial Natal,"Gomes, Fernando Paulo ; Matos, Luís","Prata, Inês",,2005,Convite à Música,9-11 anos,,Leitura mediana,,,Literatura,,Livro com CD e/ou DVD,,Português,
206,972-871-046-1,Cartas a um jovem poeta,"Rilke, Rainer Maria von",,"Ferrari, Mafalda",2000,Coisas de Ler,15-18 anos,,Leitura fluente,,Literatura,,,,,Português,
207,972-8769-72-5,Filhos de Montepó,"Mota, António ; Pinto, Nuno, trans. Braille ; Mateus, Álvaro, rev.",,,,Gailivro; Santa Casa da Misericórdia-Porto. Centro Prof. Albuquerque e Castro-Edições Braille,12-14 anos,,Leitura fluente,,Literatura,,,Livro em Braille,,Português,
208,972-8779-18-6,A Europa passo a passo,"Durand, Jean-Benoît","Bonté, Thérèse","Silva, J. A. Freitas e",2004,Edições Miosótis,9-11 anos,,Leitura mediana,,Literatura,,,,,Português,
209,972-8779-63-1,O corpo passo a passo (Col. Passo a passo),"Montagnat, Serge","Beaucousin, Pierre",,,Miosótis,9-11 anos,,Leitura mediana,,Ciências e Tecnologia,,,,,Português,
210,972-8781-25-3,Chibos sabichões,"González, Olalla, adapt.","Fernández, Federico","Batalim, Dora",2004,Kalandraka,6-8 anos,,Leitura inicial,Leitura fluente,Literatura,,,Livro álbum,,Português,
211,972-8786-77-8,Fabuloso Esopo : obra completa,"Araújo, Jesús","Bucan, Simona","Parreira, Filipa",2005,Marina,9-11 anos,,Leitura mediana,,Literatura,,,Livro com CD e/ou DVD,,Português,
212,972-8786-89-1,Músicas de Fabuloso Esopo,"Rocha, José Meneses, letra e música","Bucan, Simona... [et al.]",,2005,Marina,9-11 anos,,Leitura mediana,,Literatura,,,Livro com CD e/ou DVD,,Português,
213,972-8825-12-9,Natal para os mais pequenos : trabalhos em papel e vidro,"Fernandes, Mário, ed. lit.",,"Scholz, Niurka ",2005,Editores University,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Artes,,,,,Português,
214,972-8850-00-X,Sons p'rá guitarra da boneca : canto e piano,"Simões, Carla ; Araújo, Matilde Rosa ; Santos, Joaquim, mús.","Veiga, Luisa Alte da ; Pupo, Nané",,2003,Casa do Professor,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Artes,,,Livro com CD e/ou DVD,,Português,
215,972-8882-15-1,A estrela perdida,"Fernandes, Francisco","Berenguer, Helena",,2006,Arca das Letras,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
216,972-8920-25-3,Quatro maçãs vermelhas,"McKee, David","McKee, David","Marques, Ana Faria",2005,Gatafunho Ana Paula Faria Edições,6-8 anos,,Leitura inicial,,Literatura,,,Livro álbum,,Português,
217,972-8998-05-8,Bemol saltitante : um ratinho ao piano,"Amago, Antonio ","Rodriguez, Nuria","Fraga, Sofia",2006,QuidNovi,9-11 anos,,Leitura mediana,,Artes,Literatura,,Livro com CD e/ou DVD,,Português,
218,972-95593-9-2,O século mais novo do mundo,"Durán, Teresa","Gisbert, Montse","L. Sanchis, Maria Dolores",2004,O Bichinho de Conto,9-11 anos,,Leitura mediana,Leitura fluente,Literatura,,,,,Português,
219,972-95779-1-9,Joana está na lua,"Sanvic, Pascal","Wojciechowska, Danuta ; Carmo, Inês do",,2002,Lua Cheia,3-5 anos,,Pré-leitura,,Literatura,,,Livro álbum,,Português,
220,972-95963-6-0,Mensagens da Bíblia : valores cristãos ensinados às crianças,,,,2004,K,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Cultura e Sociedade,,,,,Português,
221,972-96701-4-5,Tchim e a sida: é assim…,"Gonçalves, Graça","Lima, Teresa",,1998,Editora Gostar,9-11 anos,,Leitura mediana,,Ciências e Tecnologia,,,,,Português,
222,972-98325-8-7,Canções de Natal,"Gomes, Fernando Paulo... [et al. ]","Prata, Inês",,2005,Convite à Música,9-11 anos,,Leitura mediana,,,Literatura,,Livro com CD e/ou DVD,,Português,
223,972-98450-9-3,"Zás - trás - pás, eis os contos que o livro traz","Oliveira, Rosa Maria Alves Lopes, adapt.","Oliveira, Armanda... [et al.]",,2006,Assoc. Munic. Terras de Santa Maria,9-11 anos,,Leitura mediana,,Literatura,,,Livro álbum,,Português,
224,972-989-98470-0-2,Sombras,"Monteiro, Marta",,,2013,Pato Lógico,3-5 anos,6-8 anos,Pré-leitura,Leitura inicial,Artes,,,,,Português,
